Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperature (),Set Value (),u (),u_sum (),de ()
6329,1673970743113,28.93,33.0,1.0,345.559,0.01
6330,1673970743279,28.92,33.0,1.0,346.23,0.0
6331,1673970743445,28.93,33.0,1.0,346.903,0.0
6332,1673970743611,28.92,33.0,1.0,347.575,0.0
6333,1673970743777,28.92,33.0,1.0,348.248,0.0
6334,1673970743943,28.92,33.0,1.0,348.941,0.0
6335,1673970744109,28.92,33.0,1.0,349.614,0.0
6336,1673970744275,28.91,33.0,1.0,350.286,0.0
6337,1673970744441,28.91,33.0,1.0,350.961,0.0
6338,1673970744607,28.91,33.0,1.0,351.636,0.0
6339,1673970744773,28.91,33.0,1.0,352.331,0.0
6340,1673970744938,28.92,33.0,1.0,353.006,0.0
6341,1673970745105,28.91,33.0,1.0,353.678,0.0
6342,1673970745270,28.9,33.0,1.0,354.353,0.0
6343,1673970745436,28.91,33.0,1.0,355.03,0.0
6344,1673970745602,28.92,33.0,1.0,355.725,-0.01
6345,1673970745769,28.9,33.0,1.0,356.398,0.0
6346,1673970745934,28.91,33.0,1.0,357.075,0.0
6347,1673970746101,28.9,33.0,1.0,357.749,0.0
6348,1673970746267,28.9,33.0,1.0,358.426,0.0
6349,1673970746433,28.91,33.0,1.0,359.123,-0.01
6350,1673970746599,28.91,33.0,1.0,359.798,0.0
6351,1673970746765,28.91,33.0,1.0,360.473,0.0
6352,1673970746931,28.9,33.0,1.0,361.147,0.0
6353,1673970747096,28.9,33.0,1.0,361.824,0.0
6354,1673970747263,28.91,33.0,1.0,362.521,-0.01
6355,1673970747428,28.9,33.0,1.0,363.196,0.0
6356,1673970747594,28.91,33.0,1.0,363.873,0.0
6357,1673970747760,28.9,33.0,1.0,364.548,0.0
6358,1673970747926,28.91,33.0,1.0,365.224,0.0
6359,1673970748092,28.91,33.0,1.0,365.92,0.0
6360,1673970748259,28.91,33.0,1.0,366.594,0.0
6361,1673970748424,28.91,33.0,1.0,367.269,0.0
6362,1673970748591,28.9,33.0,1.0,367.944,0.0
6363,1673970748757,28.9,33.0,1.0,368.621,0.0
6364,1673970748923,28.91,33.0,1.0,369.318,-0.01
6365,1673970749089,28.89,33.0,1.0,369.993,0.0
6366,1673970749255,28.91,33.0,1.0,370.67,0.0
6367,1673970749421,28.91,33.0,1.0,371.345,0.0
6368,1673970749587,28.91,33.0,1.0,372.02,0.0
6369,1673970749753,28.9,33.0,1.0,372.715,0.01
6370,1673970749919,28.91,33.0,1.0,373.392,0.0
6371,1673970750084,28.91,33.0,1.0,374.067,0.0
6372,1673970750250,28.91,33.0,1.0,374.741,0.0
6373,1673970750416,28.9,33.0,1.0,375.416,0.0
6374,1673970750583,28.91,33.0,1.0,376.113,-0.01
6375,1673970750749,28.91,33.0,1.0,376.788,0.0
6376,1673970750915,28.91,33.0,1.0,377.463,0.0
6377,1673970751081,28.91,33.0,1.0,378.137,0.0
6378,1673970751247,28.91,33.0,1.0,378.812,0.0
6379,1673970751413,28.92,33.0,1.0,379.507,-0.01
6380,1673970751579,28.91,33.0,1.0,380.18,0.0
6381,1673970751745,28.91,33.0,1.0,380.855,0.0
6382,1673970751910,28.92,33.0,1.0,381.53,0.0
6383,1673970752077,28.92,33.0,1.0,382.202,0.0
6384,1673970752243,28.92,33.0,1.0,382.895,0.0
6385,1673970752409,28.93,33.0,1.0,383.568,0.0
6386,1673970752575,28.92,33.0,1.0,384.24,0.0
6387,1673970752740,28.92,33.0,1.0,384.913,0.0
6388,1673970752907,28.92,33.0,1.0,385.585,0.0
6389,1673970753072,28.91,33.0,1.0,386.279,0.01
6390,1673970753239,28.92,33.0,1.0,386.953,0.0
6391,1673970753405,28.91,33.0,1.0,387.626,0.0
6392,1673970753571,28.92,33.0,1.0,388.301,0.0
6393,1673970753736,28.93,33.0,1.0,388.973,0.0
6394,1673970753902,28.92,33.0,1.0,389.666,0.01
6395,1673970754069,28.93,33.0,1.0,390.338,0.0
6396,1673970754235,28.92,33.0,1.0,391.01,0.0
6397,1673970754401,28.93,33.0,1.0,391.683,0.0
6398,1673970754567,28.93,33.0,1.0,392.354,0.0
6399,1673970754733,28.93,33.0,1.0,393.047,0.0
6400,1673970754899,28.93,33.0,1.0,393.718,0.0
6401,1673970755064,28.92,33.0,1.0,394.39,0.0
6402,1673970755231,28.92,33.0,1.0,395.063,0.0
6403,1673970755397,28.92,33.0,1.0,395.735,0.0
6404,1673970755563,28.93,33.0,1.0,396.429,-0.01
6405,1673970755729,28.93,33.0,1.0,397.1,0.0
6406,1673970755895,28.92,33.0,1.0,397.772,0.0
6407,1673970756061,28.93,33.0,1.0,398.445,0.0
6408,1673970756227,28.93,33.0,1.0,399.116,0.0
6409,1673970756393,28.93,33.0,1.0,399.809,0.0
6410,1673970756559,28.93,33.0,1.0,400.48,0.0
6411,1673970756725,28.93,33.0,1.0,401.152,0.0
6412,1673970756890,28.93,33.0,1.0,401.824,0.0
6413,1673970757057,28.93,33.0,1.0,402.495,0.0
6414,1673970757223,28.93,33.0,1.0,403.187,0.0
6415,1673970757389,28.93,33.0,1.0,403.859,0.0
6416,1673970757555,28.92,33.0,1.0,404.531,0.0
6417,1673970757721,28.93,33.0,1.0,405.204,0.0
6418,1673970757887,28.92,33.0,1.0,405.875,0.0
6419,1673970758053,28.92,33.0,1.0,406.568,0.0
6420,1673970758219,28.91,33.0,1.0,407.241,0.0
6421,1673970758385,28.9,33.0,1.0,407.916,0.0
6422,1673970758550,28.9,33.0,1.0,408.593,0.0
6423,1673970758717,28.89,33.0,1.0,409.269,0.0
6424,1673970758883,28.88,33.0,1.0,409.968,0.01
6425,1673970759049,28.87,33.0,1.0,410.648,0.0
6426,1673970759215,28.86,33.0,1.0,411.329,0.0
6427,1673970759381,28.86,33.0,1.0,412.012,0.0
6428,1673970759546,28.84,33.0,1.0,412.695,0.0
6429,1673970759713,28.83,33.0,1.0,413.403,0.01
6430,1673970759879,28.82,33.0,1.0,414.091,0.0
6431,1673970760045,28.82,33.0,1.0,414.78,0.0
6432,1673970760211,28.82,33.0,1.0,415.47,0.0
6433,1673970760377,28.8,33.0,1.0,416.16,0.0
6434,1673970760543,28.78,33.0,1.0,416.874,0.02
6435,1673970760709,28.78,33.0,1.0,417.57,0.0
6436,1673970760875,28.76,33.0,1.0,418.266,0.0
6437,1673970761041,28.75,33.0,1.0,418.966,0.0
6438,1673970761207,28.74,33.0,1.0,419.667,0.0
6439,1673970761373,28.75,33.0,1.0,420.391,-0.01
6440,1673970761539,28.72,33.0,1.0,421.092,0.0
6441,1673970761705,28.72,33.0,1.0,421.798,0.0
6442,1673970761871,28.72,33.0,1.0,422.504,0.0
6443,1673970762036,28.71,33.0,1.0,423.21,0.0
6444,1673970762203,28.71,33.0,1.0,423.939,0.0
6445,1673970762369,28.71,33.0,1.0,424.647,0.0
6446,1673970762535,28.7,33.0,1.0,425.355,0.0
6447,1673970762701,28.7,33.0,1.0,426.065,0.0
6448,1673970762866,28.69,33.0,1.0,426.775,0.0
6449,1673970763033,28.69,33.0,1.0,427.508,0.0
6450,1673970763198,28.68,33.0,1.0,428.219,0.0
6451,1673970763365,28.68,33.0,1.0,428.932,0.0
6452,1673970763531,28.69,33.0,1.0,429.645,0.0
6453,1673970763697,28.68,33.0,1.0,430.356,0.0
6454,1673970763863,28.67,33.0,1.0,431.09,0.01
6455,1673970764029,28.67,33.0,1.0,431.804,0.0
6456,1673970764195,28.67,33.0,1.0,432.518,0.0
6457,1673970764361,28.68,33.0,1.0,433.232,0.0
6458,1673970764527,28.67,33.0,1.0,433.945,0.0
6459,1673970764692,28.67,33.0,1.0,434.681,0.0
6460,1673970764859,28.67,33.0,1.0,435.395,0.0
6461,1673970765024,28.67,33.0,1.0,436.109,0.0
6462,1673970765191,28.67,33.0,1.0,436.823,0.0
6463,1673970765356,28.66,33.0,1.0,437.537,0.0
6464,1673970765522,28.67,33.0,1.0,438.275,-0.01
6465,1673970765689,28.66,33.0,1.0,438.989,0.0
6466,1673970765854,28.66,33.0,1.0,439.705,0.0
6467,1673970766021,28.66,33.0,1.0,440.421,0.0
6468,1673970766187,28.66,33.0,1.0,441.137,0.0
6469,1673970766353,28.66,33.0,1.0,441.875,0.0
6470,1673970766518,28.67,33.0,1.0,442.591,0.0
6471,1673970766685,28.66,33.0,1.0,443.305,0.0
6472,1673970766851,28.65,33.0,1.0,444.021,0.0
6473,1673970767017,28.65,33.0,1.0,444.739,0.0
6474,1673970767183,28.65,33.0,1.0,445.479,0.0
6475,1673970767349,28.65,33.0,1.0,446.197,0.0
6476,1673970767515,28.65,33.0,1.0,446.915,0.0
6477,1673970767681,28.65,33.0,1.0,447.633,0.0
6478,1673970767847,28.65,33.0,1.0,448.351,0.0
6479,1673970768013,28.64,33.0,1.0,449.091,0.01
6480,1673970768178,28.65,33.0,1.0,449.81,0.0
6481,1673970768345,28.65,33.0,1.0,450.528,0.0
6482,1673970768511,28.65,33.0,1.0,451.246,0.0
6483,1673970768677,28.65,33.0,1.0,451.964,0.0
6484,1673970768842,28.65,33.0,1.0,452.704,0.0
6485,1673970769009,28.65,33.0,1.0,453.422,0.0
6486,1673970769175,28.64,33.0,1.0,454.14,0.0
6487,1673970769341,28.65,33.0,1.0,454.859,0.0
6488,1673970769507,28.65,33.0,1.0,455.577,0.0
6489,1673970769673,28.65,33.0,1.0,456.317,0.0
6490,1673970769839,28.65,33.0,1.0,457.035,0.0
6491,1673970770004,28.65,33.0,1.0,457.753,0.0
6492,1673970770171,28.65,33.0,1.0,458.471,0.0
6493,1673970770336,28.64,33.0,1.0,459.189,0.0
6494,1673970770503,28.65,33.0,1.0,459.93,-0.01
6495,1673970770669,28.64,33.0,1.0,460.648,0.0
6496,1673970770835,28.64,33.0,1.0,461.367,0.0
6497,1673970771001,28.64,33.0,1.0,462.086,0.0
6498,1673970771167,28.63,33.0,1.0,462.805,0.0
6499,1673970771333,28.63,33.0,1.0,463.548,0.0
6500,1673970771499,28.64,33.0,1.0,464.269,0.0
6501,1673970771665,28.63,33.0,1.0,464.988,0.0
6502,1673970771831,28.64,33.0,1.0,465.709,0.0
6503,1673970771997,28.63,33.0,1.0,466.428,0.0
6504,1673970772163,28.64,33.0,1.0,467.171,-0.01
6505,1673970772329,28.64,33.0,1.0,467.89,0.0
6506,1673970772495,28.64,33.0,1.0,468.609,0.0
6507,1673970772660,28.64,33.0,1.0,469.328,0.0
6508,1673970772827,28.63,33.0,1.0,470.047,0.0
6509,1673970772993,28.64,33.0,1.0,470.79,-0.01
6510,1673970773159,28.64,33.0,1.0,471.509,0.0
6511,1673970773325,28.64,33.0,1.0,472.228,0.0
6512,1673970773490,28.64,33.0,1.0,472.947,0.0
6513,1673970773657,28.63,33.0,1.0,473.666,0.0
6514,1673970773823,28.64,33.0,1.0,474.409,-0.01
6515,1673970773988,28.65,33.0,1.0,475.128,0.0
6516,1673970774155,28.64,33.0,1.0,475.846,0.0
6517,1673970774321,28.64,33.0,1.0,476.565,0.0
6518,1673970774487,28.63,33.0,1.0,477.284,0.0
6519,1673970774654,28.64,33.0,1.0,478.027,-0.01
6520,1673970774819,28.64,33.0,1.0,478.746,0.0
6521,1673970774985,28.64,33.0,1.0,479.465,0.0
6522,1673970775151,28.63,33.0,1.0,480.184,0.0
6523,1673970775317,28.63,33.0,1.0,480.905,0.0
6524,1673970775483,28.63,33.0,1.0,481.648,0.0
6525,1673970775649,28.64,33.0,1.0,482.369,0.0
6526,1673970775815,28.63,33.0,1.0,483.088,0.0
6527,1673970775981,28.64,33.0,1.0,483.809,0.0
6528,1673970776147,28.62,33.0,1.0,484.528,0.0
6529,1673970776314,28.63,33.0,1.0,485.273,-0.01
6530,1673970776478,28.63,33.0,1.0,485.994,0.0
6531,1673970776645,28.63,33.0,1.0,486.716,0.0
6532,1673970776810,28.64,33.0,1.0,487.437,0.0
6533,1673970776977,28.63,33.0,1.0,488.156,0.0
6534,1673970777143,28.63,33.0,1.0,488.899,0.0
6535,1673970777309,28.63,33.0,1.0,489.62,0.0
6536,1673970777475,28.62,33.0,1.0,490.341,0.0
6537,1673970777641,28.63,33.0,1.0,491.064,0.0
6538,1673970777807,28.63,33.0,1.0,491.785,0.0
6539,1673970777973,28.63,33.0,1.0,492.528,0.0
6540,1673970778139,28.64,33.0,1.0,493.249,0.0
6541,1673970778305,28.63,33.0,1.0,493.968,0.0
6542,1673970778471,28.64,33.0,1.0,494.689,0.0
6543,1673970778637,28.63,33.0,1.0,495.408,0.0
6544,1673970778803,28.63,33.0,1.0,496.151,0.0
6545,1673970778969,28.62,33.0,1.0,496.872,0.0
6546,1673970779135,28.62,33.0,1.0,497.595,0.0
6547,1673970779301,28.63,33.0,1.0,498.318,0.0
6548,1673970779466,28.63,33.0,1.0,499.039,0.0
6549,1673970779633,28.62,33.0,1.0,499.782,0.01
6550,1673970779799,28.64,33.0,1.0,500.505,0.0
6551,1673970779964,28.63,33.0,1.0,501.224,0.0
6552,1673970780130,28.64,33.0,1.0,501.945,0.0
6553,1673970780297,28.63,33.0,1.0,502.664,0.0
6554,1673970780464,28.62,33.0,1.0,503.407,0.01
6555,1673970780629,28.62,33.0,1.0,504.131,0.0
6556,1673970780795,28.63,33.0,1.0,504.854,0.0
6557,1673970780962,28.62,33.0,1.0,505.575,0.0
6558,1673970781128,28.63,33.0,1.0,506.298,0.0
6559,1673970781294,28.63,33.0,1.0,507.041,0.0
6560,1673970781458,28.63,33.0,1.0,507.762,0.0
6561,1673970781626,28.62,33.0,1.0,508.483,0.0
6562,1673970781792,28.63,33.0,1.0,509.206,0.0
6563,1673970781958,28.62,33.0,1.0,509.927,0.0
6564,1673970782124,28.62,33.0,1.0,510.672,0.0
6565,1673970782290,28.63,33.0,1.0,511.395,0.0
6566,1673970782456,28.63,33.0,1.0,512.116,0.0
6567,1673970782622,28.62,33.0,1.0,512.837,0.0
6568,1673970782787,28.63,33.0,1.0,513.56,0.0
6569,1673970782954,28.62,33.0,1.0,514.303,0.01
6570,1673970783120,28.62,33.0,1.0,515.026,0.0
6571,1673970783286,28.63,33.0,1.0,515.749,0.0
6572,1673970783452,28.62,33.0,1.0,516.471,0.0
6573,1673970783618,28.62,33.0,1.0,517.194,0.0
6574,1673970783784,28.62,33.0,1.0,517.939,0.0
6575,1673970783950,28.62,33.0,1.0,518.662,0.0
6576,1673970784116,28.62,33.0,1.0,519.385,0.0
6577,1673970784282,28.63,33.0,1.0,520.108,0.0
6578,1673970784448,28.63,33.0,1.0,520.829,0.0
6579,1673970784614,28.63,33.0,1.0,521.572,0.0
6580,1673970784780,28.63,33.0,1.0,522.293,0.0
6581,1673970784946,28.62,33.0,1.0,523.014,0.0
6582,1673970785111,28.62,33.0,1.0,523.737,0.0
6583,1673970785278,28.62,33.0,1.0,524.46,0.0
6584,1673970785443,28.63,33.0,1.0,525.205,-0.01
6585,1673970785609,28.62,33.0,1.0,525.926,0.0
6586,1673970785776,28.62,33.0,1.0,526.649,0.0
6587,1673970785941,28.62,33.0,1.0,527.372,0.0
6588,1673970786107,28.61,33.0,1.0,528.095,0.0
6589,1673970786274,28.61,33.0,1.0,528.842,0.0
6590,1673970786439,28.61,33.0,1.0,529.568,0.0
6591,1673970786605,28.62,33.0,1.0,530.293,0.0
6592,1673970786772,28.62,33.0,1.0,531.016,0.0
6593,1673970786937,28.62,33.0,1.0,531.739,0.0
6594,1673970787104,28.62,33.0,1.0,532.484,0.0
6595,1673970787270,28.62,33.0,1.0,533.207,0.0
6596,1673970787436,28.61,33.0,1.0,533.93,0.0
6597,1673970787602,28.62,33.0,1.0,534.655,0.0
6598,1673970787767,28.62,33.0,1.0,535.378,0.0
6599,1673970787934,28.62,33.0,1.0,536.123,0.0
6600,1673970788099,28.62,33.0,1.0,536.846,0.0
6601,1673970788266,28.62,33.0,1.0,537.569,0.0
6602,1673970788432,28.61,33.0,1.0,538.292,0.0
6603,1673970788598,28.62,33.0,1.0,539.018,0.0
6604,1673970788764,28.61,33.0,1.0,539.763,0.01
6605,1673970788929,28.61,33.0,1.0,540.488,0.0
6606,1673970789095,28.61,33.0,1.0,541.213,0.0
6607,1673970789261,28.61,33.0,1.0,541.938,0.0
6608,1673970789428,28.61,33.0,1.0,542.663,0.0
6609,1673970789594,28.61,33.0,1.0,543.41,0.0
6610,1673970789759,28.61,33.0,1.0,544.135,0.0
6611,1673970789926,28.61,33.0,1.0,544.86,0.0
6612,1673970790091,28.6,33.0,1.0,545.585,0.0
6613,1673970790257,28.61,33.0,1.0,546.31,0.0
6614,1673970790424,28.61,33.0,1.0,547.057,0.0
6615,1673970790590,28.6,33.0,1.0,547.783,0.0
6616,1673970790755,28.6,33.0,1.0,548.508,0.0
6617,1673970790922,28.6,33.0,1.0,549.233,0.0
6618,1673970791088,28.6,33.0,1.0,549.958,0.0
6619,1673970791254,28.61,33.0,1.0,550.705,-0.01
6620,1673970791420,28.61,33.0,1.0,551.43,0.0
6621,1673970791586,28.6,33.0,1.0,552.155,0.0
6622,1673970791751,28.59,33.0,1.0,552.88,0.0
6623,1673970791918,28.6,33.0,1.0,553.607,0.0
6624,1673970792084,28.6,33.0,1.0,554.354,0.0
6625,1673970792250,28.61,33.0,1.0,555.08,0.0
6626,1673970792416,28.61,33.0,1.0,555.805,0.0
6627,1673970792582,28.61,33.0,1.0,556.53,0.0
6628,1673970792748,28.59,33.0,1.0,557.255,0.0
6629,1673970792914,28.59,33.0,1.0,558.004,0.0
6630,1673970793079,28.59,33.0,1.0,558.731,0.0
6631,1673970793246,28.59,33.0,1.0,559.458,0.0
6632,1673970793412,28.59,33.0,1.0,560.185,0.0
6633,1673970793578,28.6,33.0,1.0,560.912,0.0
6634,1673970793743,28.59,33.0,1.0,561.66,0.01
6635,1673970793910,28.59,33.0,1.0,562.387,0.0
6636,1673970794075,28.59,33.0,1.0,563.114,0.0
6637,1673970794242,28.59,33.0,1.0,563.841,0.0
6638,1673970794408,28.59,33.0,1.0,564.568,0.0
6639,1673970794574,28.59,33.0,1.0,565.317,0.0
6640,1673970794740,28.6,33.0,1.0,566.044,0.0
6641,1673970794906,28.59,33.0,1.0,566.769,0.0
6642,1673970795072,28.59,33.0,1.0,567.496,0.0
6643,1673970795238,28.59,33.0,1.0,568.224,0.0
6644,1673970795404,28.6,33.0,1.0,568.973,-0.01
6645,1673970795570,28.59,33.0,1.0,569.698,0.0
6646,1673970795736,28.59,33.0,1.0,570.425,0.0
6647,1673970795902,28.59,33.0,1.0,571.152,0.0
6648,1673970796068,28.59,33.0,1.0,571.879,0.0
6649,1673970796234,28.59,33.0,1.0,572.628,0.0
6650,1673970796400,28.6,33.0,1.0,573.355,0.0
6651,1673970796565,28.58,33.0,1.0,574.08,0.0
6652,1673970796732,28.59,33.0,1.0,574.81,0.0
6653,1673970796897,28.58,33.0,1.0,575.537,0.0
6654,1673970797064,28.59,33.0,1.0,576.288,-0.01
6655,1673970797229,28.58,33.0,1.0,577.015,0.0
6656,1673970797396,28.58,33.0,1.0,577.744,0.0
6657,1673970797562,28.58,33.0,1.0,578.473,0.0
6658,1673970797728,28.58,33.0,1.0,579.202,0.0
6659,1673970797894,28.57,33.0,1.0,579.954,0.01
6660,1673970798060,28.57,33.0,1.0,580.685,0.0
6661,1673970798225,28.57,33.0,1.0,581.416,0.0
6662,1673970798392,28.57,33.0,1.0,582.147,0.0
6663,1673970798558,28.58,33.0,1.0,582.878,0.0
6664,1673970798723,28.58,33.0,1.0,583.629,0.0
6665,1673970798890,28.57,33.0,1.0,584.359,0.0
6666,1673970799056,28.58,33.0,1.0,585.09,0.0
6667,1673970799221,28.57,33.0,1.0,585.819,0.0
6668,1673970799387,28.58,33.0,1.0,586.55,0.0
6669,1673970799553,28.58,33.0,1.0,587.301,0.0
6670,1673970799720,28.56,33.0,1.0,588.03,0.0
6671,1673970799886,28.58,33.0,1.0,588.763,0.0
6672,1673970800052,28.57,33.0,1.0,589.493,0.0
6673,1673970800218,28.57,33.0,1.0,590.224,0.0
6674,1673970800384,28.57,33.0,1.0,590.977,0.0
6675,1673970800550,28.57,33.0,1.0,591.708,0.0
6676,1673970800716,28.57,33.0,1.0,592.439,0.0
6677,1673970800882,28.57,33.0,1.0,593.17,0.0
6678,1673970801049,28.56,33.0,1.0,593.902,0.0
6679,1673970801214,28.56,33.0,1.0,594.657,0.0
6680,1673970801380,28.57,33.0,1.0,595.39,0.0
6681,1673970801546,28.57,33.0,1.0,596.121,0.0
6682,1673970801712,28.57,33.0,1.0,596.852,0.0
6683,1673970801878,28.56,33.0,1.0,597.583,0.0
6684,1673970802044,28.57,33.0,1.0,598.339,-0.01
6685,1673970802209,28.52,33.0,1.0,599.07,0.0
6686,1673970802376,28.56,33.0,1.0,599.809,0.0
6687,1673970802542,28.56,33.0,1.0,600.542,0.0
6688,1673970802708,28.56,33.0,1.0,601.275,0.0
6689,1673970802874,28.56,33.0,1.0,602.031,0.0
6690,1673970803039,28.55,33.0,1.0,602.764,0.0
6691,1673970803206,28.56,33.0,1.0,603.499,0.0
6692,1673970803372,28.57,33.0,1.0,604.232,0.0
6693,1673970803538,28.56,33.0,1.0,604.963,0.0
6694,1673970803703,28.56,33.0,1.0,605.719,0.0
6695,1673970803870,28.55,33.0,1.0,606.452,0.0
6696,1673970804035,28.56,33.0,1.0,607.187,0.0
6697,1673970804202,28.56,33.0,1.0,607.92,0.0
6698,1673970804368,28.54,33.0,1.0,608.653,0.0
6699,1673970804534,28.56,33.0,1.0,609.411,-0.02
6700,1673970804700,28.56,33.0,1.0,610.144,0.0
6701,1673970804866,28.54,33.0,1.0,610.877,0.0
6702,1673970805032,28.55,33.0,1.0,611.612,0.0
6703,1673970805198,28.55,33.0,1.0,612.347,0.0
6704,1673970805364,28.54,33.0,1.0,613.105,0.01
6705,1673970805530,28.52,33.0,1.0,613.84,0.0
6706,1673970805696,28.56,33.0,1.0,614.579,0.0
6707,1673970805861,28.54,33.0,1.0,615.312,0.0
6708,1673970806028,28.54,33.0,1.0,616.048,0.0
6709,1673970806194,28.54,33.0,1.0,616.805,0.0
6710,1673970806360,28.54,33.0,1.0,617.54,0.0
6711,1673970806526,28.56,33.0,1.0,618.275,0.0
6712,1673970806692,28.54,33.0,1.0,619.009,0.0
6713,1673970806857,28.53,33.0,1.0,619.744,0.0
6714,1673970807024,28.54,33.0,1.0,620.503,-0.01
6715,1673970807189,28.54,33.0,1.0,621.238,0.0
6716,1673970807356,28.53,33.0,1.0,621.974,0.0
6717,1673970807522,28.54,33.0,1.0,622.711,0.0
6718,1673970807688,28.53,33.0,1.0,623.446,0.0
6719,1673970807853,28.53,33.0,1.0,624.205,0.0
6720,1673970808020,28.53,33.0,1.0,624.943,0.0
6721,1673970808185,28.53,33.0,1.0,625.68,0.0
6722,1673970808352,28.53,33.0,1.0,626.417,0.0
6723,1673970808518,28.54,33.0,1.0,627.154,0.0
6724,1673970808684,28.53,33.0,1.0,627.912,0.01
6725,1673970808850,28.49,33.0,1.0,628.649,0.0
6726,1673970809016,28.54,33.0,1.0,629.392,0.0
6727,1673970809182,28.52,33.0,1.0,630.127,0.0
6728,1673970809347,28.53,33.0,1.0,630.866,0.0
6729,1673970809514,28.52,33.0,1.0,631.626,0.01
6730,1673970809680,28.54,33.0,1.0,632.365,0.0
6731,1673970809846,28.52,33.0,1.0,633.1,0.0
6732,1673970810012,28.53,33.0,1.0,633.84,0.0
6733,1673970810178,28.53,33.0,1.0,634.577,0.0
6734,1673970810344,28.52,33.0,1.0,635.336,0.01
6735,1673970810510,28.53,33.0,1.0,636.076,0.0
6736,1673970810676,28.53,33.0,1.0,636.813,0.0
6737,1673970810842,28.52,33.0,1.0,637.55,0.0
6738,1673970811008,28.52,33.0,1.0,638.289,0.0
6739,1673970811174,28.53,33.0,1.0,639.051,-0.01
6740,1673970811340,28.52,33.0,1.0,639.788,0.0
6741,1673970811506,28.52,33.0,1.0,640.527,0.0
6742,1673970811672,28.52,33.0,1.0,641.266,0.0
6743,1673970811838,28.51,33.0,1.0,642.005,0.0
6744,1673970812004,28.51,33.0,1.0,642.769,0.0
6745,1673970812170,28.52,33.0,1.0,643.51,0.0
6746,1673970812336,28.5,33.0,1.0,644.249,0.0
6747,1673970812502,28.52,33.0,1.0,644.993,0.0
6748,1673970812667,28.51,33.0,1.0,645.732,0.0
6749,1673970812834,28.51,33.0,1.0,646.496,0.0
6750,1673970813000,28.52,33.0,1.0,647.237,0.0
6751,1673970813165,28.51,33.0,1.0,647.976,0.0
6752,1673970813332,28.5,33.0,1.0,648.717,0.0
6753,1673970813498,28.5,33.0,1.0,649.46,0.0
6754,1673970813664,28.51,33.0,1.0,650.226,-0.01
6755,1673970813830,28.51,33.0,1.0,650.967,0.0
6756,1673970813996,28.5,33.0,1.0,651.708,0.0
6757,1673970814161,28.51,33.0,1.0,652.452,0.0
6758,1673970814328,28.5,33.0,1.0,653.193,0.0
6759,1673970814494,28.51,33.0,1.0,653.959,-0.01
6760,1673970814659,28.5,33.0,1.0,654.7,0.0
6761,1673970814826,28.51,33.0,1.0,655.443,0.0
6762,1673970814991,28.51,33.0,1.0,656.184,0.0
6763,1673970815158,28.5,33.0,1.0,656.925,0.0
6764,1673970815324,28.5,33.0,1.0,657.691,0.0
6765,1673970815490,28.5,33.0,1.0,658.434,0.0
6766,1673970815656,28.49,33.0,1.0,659.178,0.0
6767,1673970815822,28.49,33.0,1.0,659.921,0.0
6768,1673970815987,28.48,33.0,1.0,660.664,0.0
6769,1673970816154,28.48,33.0,1.0,661.432,0.0
6770,1673970816320,28.47,33.0,1.0,662.177,0.0
6771,1673970816485,28.45,33.0,1.0,662.924,0.0
6772,1673970816652,28.45,33.0,1.0,663.676,0.0
6773,1673970816818,28.44,33.0,1.0,664.427,0.0
6774,1673970816984,28.44,33.0,1.0,665.203,0.0
6775,1673970817149,28.43,33.0,1.0,665.956,0.0
6776,1673970817316,28.42,33.0,1.0,666.71,0.0
6777,1673970817481,28.41,33.0,1.0,667.465,0.0
6778,1673970817648,28.41,33.0,1.0,668.222,0.0
6779,1673970817814,28.39,33.0,1.0,669.003,0.02
6780,1673970817980,28.39,33.0,1.0,669.764,0.0
6781,1673970818146,28.38,33.0,1.0,670.525,0.0
6782,1673970818312,28.37,33.0,1.0,671.287,0.0
6783,1673970818478,28.36,33.0,1.0,672.05,0.0
6784,1673970818644,28.35,33.0,1.0,672.839,0.01
6785,1673970818810,28.36,33.0,1.0,673.606,0.0
6786,1673970818976,28.35,33.0,1.0,674.372,0.0
6787,1673970819142,28.33,33.0,1.0,675.139,0.0
6788,1673970819308,28.33,33.0,1.0,675.91,0.0
6789,1673970819474,28.32,33.0,1.0,676.705,0.01
6790,1673970819640,28.29,33.0,1.0,677.477,0.0
6791,1673970819806,28.31,33.0,1.0,678.254,0.0
6792,1673970819972,28.3,33.0,1.0,679.028,0.0
6793,1673970820138,28.3,33.0,1.0,679.803,0.0
6794,1673970820304,28.28,33.0,1.0,680.602,0.02
6795,1673970820470,28.28,33.0,1.0,681.382,0.0
6796,1673970820636,28.27,33.0,1.0,682.161,0.0
6797,1673970820802,28.26,33.0,1.0,682.94,0.0
6798,1673970820968,28.25,33.0,1.0,683.722,0.0
6799,1673970821134,28.25,33.0,1.0,684.529,0.0
6800,1673970821300,28.19,33.0,1.0,685.313,0.0
6801,1673970821466,28.21,33.0,1.0,686.106,0.0
6802,1673970821632,28.22,33.0,1.0,686.896,0.0
6803,1673970821798,28.21,33.0,1.0,687.685,0.0
6804,1673970821964,28.21,33.0,1.0,688.499,0.0
6805,1673970822130,28.2,33.0,1.0,689.288,0.0
6806,1673970822296,28.2,33.0,1.0,690.08,0.0
6807,1673970822462,28.17,33.0,1.0,690.872,0.0
